date,entity_id,brand,product_name,category,event_explanation,narrative,signal_for_peak
2025-03-01,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-02,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-15,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-16,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-06,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-19,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-09,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-11,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-18,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-06,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-17,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-24,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-27,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-07,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-11,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-14,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-30,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-15,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-07,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-19,521,VoiceAudio,VoiceArc H9,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-01,521,VoiceAudio,VoiceArc H9,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-05,521,VoiceAudio,VoiceArc H9,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-28,521,VoiceAudio,VoiceArc H9,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-05,522,BassAudio,BassElite Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-24,522,BassAudio,BassElite Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-04,522,BassAudio,BassElite Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-19,522,BassAudio,BassElite Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-17,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-18,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-05,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-19,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-28,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-17,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-20,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-17,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-07,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-18,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-25,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-11,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-24,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-03,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-05,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-13,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-20,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-07,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-12,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-28,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-02,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-10,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-10,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-27,602,BassAudio,BassKing Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-05,602,BassAudio,BassKing Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-01,602,BassAudio,BassKing Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-03,602,BassAudio,BassKing Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-26,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-01,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-06,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-22,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-15,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-27,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-07,604,TurboWave,TurboEar Boost,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-17,604,TurboWave,TurboEar Boost,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-14,604,TurboWave,TurboEar Boost,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-27,604,TurboWave,TurboEar Boost,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-05,605,VintageSound,VintageAir Lite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-08,605,VintageSound,VintageAir Lite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-26,605,VintageSound,VintageAir Lite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-23,605,VintageSound,VintageAir Lite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-18,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-06,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-08,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-12,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-23,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-14,607,BudgetMobile,BudgetPhone X3,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-21,607,BudgetMobile,BudgetPhone X3,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-24,607,BudgetMobile,BudgetPhone X3,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-26,607,BudgetMobile,BudgetPhone X3,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-26,608,CoreMobile,CorePhone M7,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-17,608,CoreMobile,CorePhone M7,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-25,608,CoreMobile,CorePhone M7,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-02,608,CoreMobile,CorePhone M7,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-24,608,CoreMobile,CorePhone M7,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-25,609,NobleCo,NoblePro 15,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-27,609,NobleCo,NoblePro 15,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-22,609,NobleCo,NoblePro 15,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-26,609,NobleCo,NoblePro 15,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-13,610,VivaTech,VivaPhone S4,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-17,610,VivaTech,VivaPhone S4,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-24,610,VivaTech,VivaPhone S4,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-04,610,VivaTech,VivaPhone S4,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-10,610,VivaTech,VivaPhone S4,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-24,610,VivaTech,VivaPhone S4,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-11,611,FitCore,FitCore Watch,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-23,611,FitCore,FitCore Watch,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-17,611,FitCore,FitCore Watch,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-19,611,FitCore,FitCore Watch,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-20,612,EliteBrand,EliteWatch X,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-15,612,EliteBrand,EliteWatch X,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-28,612,EliteBrand,EliteWatch X,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-05,612,EliteBrand,EliteWatch X,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-17,612,EliteBrand,EliteWatch X,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-26,612,EliteBrand,EliteWatch X,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-22,613,TrackGear,TrackBand Go,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-01,613,TrackGear,TrackBand Go,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-09,613,TrackGear,TrackBand Go,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-14,613,TrackGear,TrackBand Go,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-31,614,ActiveGear,ActiveWatch R1,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-09,614,ActiveGear,ActiveWatch R1,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-20,614,ActiveGear,ActiveWatch R1,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-21,614,ActiveGear,ActiveWatch R1,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-27,615,OldGear,OldStyle Band,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-01,615,OldGear,OldStyle Band,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-28,615,OldGear,OldStyle Band,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-11,615,OldGear,OldStyle Band,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-08,616,WaveAudio,SoundBox Wave,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-09,616,WaveAudio,SoundBox Wave,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-19,616,WaveAudio,SoundBox Wave,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-08,616,WaveAudio,SoundBox Wave,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-18,616,WaveAudio,SoundBox Wave,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-23,616,WaveAudio,SoundBox Wave,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-07,617,PocketTech,PocketBoom S2,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-15,617,PocketTech,PocketBoom S2,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-16,617,PocketTech,PocketBoom S2,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-09,617,PocketTech,PocketBoom S2,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-25,617,PocketTech,PocketBoom S2,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-26,617,PocketTech,PocketBoom S2,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-14,618,CrystalAudio,CrystalSound Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-22,618,CrystalAudio,CrystalSound Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-28,618,CrystalAudio,CrystalSound Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-01,618,CrystalAudio,CrystalSound Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-16,619,TurboPower,TurboCharge 30K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-19,619,TurboPower,TurboCharge 30K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-02,619,TurboPower,TurboCharge 30K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-16,619,TurboPower,TurboCharge 30K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-05,619,TurboPower,TurboCharge 30K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-27,619,TurboPower,TurboCharge 30K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-06,620,CellPower,PocketCell Mini,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-13,620,CellPower,PocketCell Mini,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-03,620,CellPower,PocketCell Mini,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-15,620,CellPower,PocketCell Mini,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-01,620,CellPower,PocketCell Mini,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-22,620,CellPower,PocketCell Mini,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-30,621,WaveGear,WavePhone H10,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-06,621,WaveGear,WavePhone H10,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-14,621,WaveGear,WavePhone H10,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-19,621,WaveGear,WavePhone H10,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-08,621,WaveGear,WavePhone H10,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-12,622,DeepAudio,DeepBass Ultra,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-21,622,DeepAudio,DeepBass Ultra,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-28,622,DeepAudio,DeepBass Ultra,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-04,622,DeepAudio,DeepBass Ultra,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-20,622,DeepAudio,DeepBass Ultra,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-05,622,DeepAudio,DeepBass Ultra,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-11,623,CasualGear,CasualFit H3,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-23,623,CasualGear,CasualFit H3,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-27,623,CasualGear,CasualFit H3,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-03,623,CasualGear,CasualFit H3,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-04,623,CasualGear,CasualFit H3,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-07,624,TabSlate,TabSlate 12,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-24,624,TabSlate,TabSlate 12,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-26,624,TabSlate,TabSlate 12,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-22,624,TabSlate,TabSlate 12,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-21,625,JuniorTech,JuniorPad Pro,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-24,625,JuniorTech,JuniorPad Pro,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-14,625,JuniorTech,JuniorPad Pro,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-17,625,JuniorTech,JuniorPad Pro,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-14,701,TabTech,TabPro 10,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-22,701,TabTech,TabPro 10,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-24,701,TabTech,TabPro 10,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-06,701,TabTech,TabPro 10,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-09,701,TabTech,TabPro 10,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-23,702,EduTech,LearningPad Kids,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-30,702,EduTech,LearningPad Kids,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-21,702,EduTech,LearningPad Kids,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-02,702,EduTech,LearningPad Kids,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-18,702,EduTech,LearningPad Kids,tablets,tablets event activity,Event influenced demand trajectory,event_signal
